Frame	Temps(s)	X(m)	Y(m)	Z(m)
1133	1776692081.809	0.3846	0.2273	2.2238
1134	1776692081.844	0.3846	0.2273	2.2294
1135	1776692081.872	0.3803	0.2275	2.2316
1136	1776692081.904	0.3759	0.2275	2.2395
1137	1776692081.935	0.3789	0.227	2.2469
1138	1776692081.966	0.3741	0.2285	2.2523
1139	1776692081.998	0.3749	0.2278	2.2617
1140	1776692082.029	0.373	0.2273	2.2653
1141	1776692082.077	0.3656	0.2272	2.2706
1142	1776692082.109	0.3588	0.2284	2.2716
1143	1776692082.124	0.3632	0.2285	2.2803
1144	1776692082.163	0.3572	0.2291	2.2837
1145	1776692082.187	0.356	0.2295	2.2882
1146	1776692082.218	0.3512	0.2299	2.2941
1147	1776692082.263	0.3528	0.2296	2.301
1148	1776692082.281	0.3512	0.2296	2.3024
1149	1776692082.327	0.3506	0.2294	2.3091
1150	1776692082.356	0.3497	0.2283	2.3101
1151	1776692082.386	0.3482	0.2297	2.312
1152	1776692082.407	0.3484	0.2282	2.3193
1153	1776692082.439	0.3499	0.2287	2.3294
1154	1776692082.47	0.3499	0.2296	2.3281
1155	1776692082.503	0.3514	0.2288	2.3332
1156	1776692082.534	0.3524	0.2276	2.3384
1157	1776692082.565	0.3517	0.2279	2.3396
1158	1776692082.598	0.352	0.2272	2.3404
1159	1776692082.628	0.3497	0.2272	2.3397
1160	1776692082.663	0.3514	0.2273	2.3436
1161	1776692082.692	0.3467	0.2276	2.3402
1162	1776692082.727	0.3496	0.2287	2.3452
1163	1776692082.759	0.3479	0.2288	2.345
1164	1776692082.802	0.3451	0.2292	2.3437
1165	1776692082.821	0.3409	0.2286	2.3436
1166	1776692082.863	0.3418	0.2277	2.3441
1167	1776692082.884	0.342	0.2278	2.3452
1168	1776692082.913	0.3418	0.2273	2.3445
1169	1776692082.946	0.3397	0.2284	2.3438
1170	1776692082.976	0.3407	0.2284	2.344
1171	1776692083.008	0.34	0.228	2.3427
1172	1776692083.055	0.3386	0.2282	2.343
1173	1776692083.087	0.3365	0.2279	2.3432
1174	1776692083.129	0.3368	0.2286	2.3433
1175	1776692083.17	0.3372	0.2281	2.3442
1176	1776692083.206	0.3334	0.2289	2.3457
1177	1776692083.229	0.3346	0.2291	2.3439
1178	1776692083.281	0.3354	0.2286	2.345
1179	1776692083.31	0.3376	0.2289	2.3461
1180	1776692083.346	0.3374	0.229	2.3467
1181	1776692083.379	0.3388	0.2278	2.3491
1182	1776692083.42	0.3386	0.2285	2.348
1183	1776692083.459	0.3368	0.228	2.3466
1184	1776692083.497	0.3384	0.228	2.3492
1185	1776692083.532	0.3386	0.228	2.3499
1186	1776692083.596	0.3386	0.2279	2.3512
1187	1776692083.64	0.3361	0.2279	2.3497
1188	1776692083.671	0.334	0.2285	2.3488
1189	1776692083.714	0.3349	0.229	2.3488
1190	1776692083.77	0.335	0.2292	2.3501
1191	1776692083.814	0.3325	0.2286	2.3492
1192	1776692083.856	0.3302	0.2289	2.3511
1193	1776692083.892	0.3312	0.228	2.3564
1194	1776692083.94	0.3282	0.228	2.3591
1195	1776692083.975	0.3297	0.2278	2.3624
1196	1776692084.044	0.3288	0.2289	2.364
1197	1776692084.108	0.3276	0.2292	2.3687
1198	1776692084.145	0.3262	0.2291	2.3735
1199	1776692084.188	0.3271	0.2298	2.3763
1200	1776692084.224	0.3259	0.2288	2.3823
1201	1776692084.271	0.323	0.2286	2.3856
1202	1776692084.307	0.3216	0.2292	2.3883
1203	1776692084.334	0.3197	0.2297	2.3938
1204	1776692084.365	0.3179	0.2297	2.3968
1205	1776692084.416	0.3175	0.2296	2.4036
1206	1776692084.445	0.3152	0.2285	2.4068
1207	1776692084.492	0.3106	0.2292	2.413
1208	1776692084.522	0.3109	0.2306	2.4211
1209	1776692084.575	0.3099	0.2306	2.4264
1210	1776692084.613	0.3092	0.2288	2.4315
1211	1776692084.652	0.3073	0.2301	2.4382
1212	1776692084.68	0.3056	0.2298	2.4416
1213	1776692084.724	0.3057	0.2299	2.4456
1214	1776692084.76	0.3045	0.2288	2.4494
1215	1776692084.797	0.2991	0.2299	2.4525
1216	1776692084.823	0.2973	0.2293	2.4603
1217	1776692084.871	0.2931	0.2294	2.4638
1218	1776692084.913	0.2957	0.2285	2.4714
1219	1776692084.934	0.2949	0.2286	2.4768
1220	1776692084.966	0.2943	0.2291	2.4835
1221	1776692085.013	0.2913	0.2291	2.4862
1222	1776692085.045	0.2921	0.2283	2.4948
1223	1776692085.077	0.2939	0.2278	2.4983
1224	1776692085.12	0.2926	0.2286	2.5027
1225	1776692085.14	0.2904	0.2288	2.5066
1226	1776692085.171	0.2895	0.2289	2.5155
1227	1776692085.204	0.2889	0.2287	2.5195
1228	1776692085.234	0.2853	0.2292	2.5198
1229	1776692085.266	0.2857	0.2292	2.5233
1230	1776692085.297	0.2832	0.2301	2.5254
1231	1776692085.328	0.2792	0.2298	2.5264
1232	1776692085.364	0.277	0.2292	2.5256
1233	1776692085.394	0.2772	0.2293	2.529
1234	1776692085.442	0.2757	0.2284	2.5305
1235	1776692085.492	0.2769	0.2289	2.535
1236	1776692085.527	0.2779	0.2286	2.5369
1237	1776692085.555	0.2743	0.2282	2.5339
1238	1776692085.587	0.2716	0.2276	2.5376
1239	1776692085.612	0.2695	0.2285	2.5386
1240	1776692085.643	0.2686	0.2281	2.5423
1241	1776692085.69	0.2683	0.2279	2.5408
1242	1776692085.705	0.2716	0.2281	2.5446
1243	1776692085.737	0.2675	0.2281	2.5488
1244	1776692085.769	0.2659	0.2274	2.552
1245	1776692085.8	0.2675	0.2273	2.5586
1246	1776692085.835	0.2664	0.2275	2.5618
1247	1776692085.864	0.2645	0.2278	2.5584
1248	1776692085.91	0.2666	0.2275	2.5689
1249	1776692085.944	0.2664	0.228	2.5686
1250	1776692085.974	0.2675	0.2276	2.5655
1251	1776692086.006	0.2657	0.2282	2.5635
1252	1776692086.037	0.2676	0.2275	2.57
1253	1776692086.069	0.2674	0.2284	2.5699
1254	1776692086.1	0.2655	0.2271	2.5725
1255	1776692086.131	0.267	0.227	2.5768
1256	1776692086.168	0.2656	0.2269	2.5746
1257	1776692086.194	0.2641	0.2275	2.5757
1258	1776692086.226	0.265	0.2273	2.5769
1259	1776692086.264	0.2646	0.2273	2.5773
1260	1776692086.289	0.2637	0.2274	2.5754
1261	1776692086.325	0.2631	0.2284	2.5741
1262	1776692086.357	0.263	0.2276	2.5745
1263	1776692086.389	0.2629	0.2271	2.5719
1264	1776692086.414	0.2623	0.2285	2.5737
1265	1776692086.464	0.2633	0.228	2.574
1266	1776692086.495	0.266	0.2275	2.5755
1267	1776692086.525	0.2653	0.2278	2.5764
1268	1776692086.564	0.2621	0.2284	2.5755
1269	1776692086.587	0.2592	0.2285	2.573
1270	1776692086.62	0.2583	0.2285	2.5731
1271	1776692086.651	0.2608	0.2284	2.5758
1272	1776692086.682	0.2589	0.2274	2.5747
1273	1776692086.73	0.2568	0.2279	2.5744
1274	1776692086.763	0.2549	0.2279	2.5714
1275	1776692086.792	0.255	0.2285	2.5706
1276	1776692086.824	0.2546	0.2278	2.575
1277	1776692086.859	0.2489	0.2284	2.5711
1278	1776692086.887	0.2485	0.2291	2.5627
1279	1776692086.905	0.246	0.2278	2.5737
1280	1776692086.95	0.2397	0.2291	2.5761
1281	1776692086.982	0.2351	0.2287	2.5799
1282	1776692087.014	0.2303	0.2281	2.5763
1283	1776692087.049	0.2237	0.2285	2.5742
1284	1776692087.077	0.2157	0.2291	2.5744
1285	1776692087.114	0.21	0.227	2.5797
1286	1776692087.139	0.2101	0.2282	2.5812
1287	1776692087.204	0.2047	0.2266	2.5896
1288	1776692087.234	0.2018	0.2262	2.5941
1289	1776692087.265	0.1987	0.2265	2.5957
1290	1776692087.297	0.1951	0.2271	2.5972
1291	1776692087.328	0.1905	0.2267	2.6034
1292	1776692087.365	0.1835	0.2271	2.61
1293	1776692087.391	0.1739	0.2267	2.6078
1294	1776692087.423	0.1704	0.2272	2.6184
1295	1776692087.454	0.1652	0.2276	2.6181
1296	1776692087.491	0.1574	0.2279	2.6249
1297	1776692087.523	0.1522	0.2276	2.6331
1298	1776692087.548	0.1455	0.2267	2.6395
1299	1776692087.589	0.1318	0.2273	2.6354
1300	1776692087.611	0.1197	0.2272	2.6334
1301	1776692087.665	0.1125	0.226	2.6382
1302	1776692087.69	0.1096	0.225	2.6486
1303	1776692087.721	0.1023	0.2256	2.6585
1304	1776692087.752	0.0968	0.2261	2.6645
1305	1776692087.784	0.0899	0.2258	2.6679
1306	1776692087.815	0.0798	0.2265	2.6617
1307	1776692087.846	0.0669	0.2253	2.6626
1308	1776692087.878	0.0576	0.2257	2.6621
1309	1776692087.912	0.0492	0.2255	2.6669
1310	1776692087.957	0.045	0.2258	2.6763
1311	1776692087.989	0.0364	0.2253	2.6718
1312	1776692088.02	0.0265	0.2261	2.6729
1313	1776692088.051	0.0244	0.227	2.6772
1314	1776692088.067	0.0154	0.2278	2.6817
1315	1776692088.1	0.0036	0.2296	2.6727
1316	1776692088.13	-0.0034	0.2292	2.679
1317	1776692088.179	-0.0152	0.2274	2.6912
1318	1776692088.211	-0.026	0.2261	2.6929
1319	1776692088.247	-0.033	0.2256	2.689
1320	1776692088.275	-0.0383	0.225	2.6992
1321	1776692088.335	-0.0461	0.2256	2.6977
1322	1776692088.367	-0.058	0.2245	2.704
1323	1776692088.394	-0.0643	0.2251	2.6949
1324	1776692088.429	-0.0703	0.2241	2.6972
1325	1776692088.478	-0.0787	0.2241	2.6926
1326	1776692088.515	-0.0873	0.2236	2.6965
1327	1776692088.56	-0.0919	0.2225	2.7007
1328	1776692088.597	-0.0964	0.2235	2.6988
1329	1776692088.67	-0.1028	0.2227	2.702
1330	1776692088.715	-0.1085	0.2234	2.7015
1331	1776692088.747	-0.1179	0.2244	2.6873
1332	1776692088.778	-0.1222	0.2246	2.6922
1333	1776692088.825	-0.1333	0.2254	2.6769
1334	1776692088.857	-0.1431	0.2252	2.6782
1335	1776692088.89	-0.1486	0.2261	2.6869
1336	1776692088.922	-0.1522	0.2263	2.684
1337	1776692088.951	-0.1557	0.226	2.6817
1338	1776692088.983	-0.1616	0.2264	2.6776
1339	1776692089.026	-0.1686	0.2255	2.6819
1340	1776692089.066	-0.1725	0.2255	2.6792
1341	1776692089.112	-0.1786	0.2263	2.6788
1342	1776692089.14	-0.1887	0.2267	2.6782
1343	1776692089.171	-0.1963	0.2267	2.6845
1344	1776692089.203	-0.2073	0.2263	2.6741
1345	1776692089.234	-0.2164	0.2273	2.6688
1346	1776692089.283	-0.2207	0.2262	2.672
1347	1776692089.315	-0.2283	0.2268	2.6783
1348	1776692089.347	-0.2366	0.2254	2.6889
1349	1776692089.379	-0.2419	0.2234	2.7028
1350	1776692089.407	-0.2546	0.2217	2.7036
1351	1776692089.439	-0.2626	0.223	2.6897
1352	1776692089.467	-0.2692	0.2228	2.684
1353	1776692089.487	-0.2761	0.2225	2.6835
1354	1776692089.534	-0.2793	0.2225	2.6802
1355	1776692089.567	-0.2882	0.2226	2.6706
1356	1776692089.598	-0.2964	0.2238	2.6579
1357	1776692089.629	-0.309	0.2243	2.6646
1358	1776692089.667	-0.3122	0.2242	2.6693
1359	1776692089.692	-0.3173	0.2243	2.6636
1360	1776692089.723	-0.3232	0.2242	2.6681
1361	1776692089.762	-0.3277	0.2239	2.6692
1362	1776692089.786	-0.3321	0.2239	2.666
1363	1776692089.818	-0.3363	0.2253	2.6595
1364	1776692089.849	-0.3414	0.2259	2.6567
1365	1776692089.881	-0.3482	0.2263	2.6537
1366	1776692089.913	-0.3509	0.2256	2.6583
1367	1776692089.944	-0.3557	0.2252	2.6642
1368	1776692089.987	-0.3603	0.2254	2.6605
1369	1776692090.008	-0.367	0.226	2.6535
1370	1776692090.051	-0.3726	0.2255	2.6529
1371	1776692090.086	-0.378	0.2255	2.6462
1372	1776692090.118	-0.3801	0.2255	2.6427
1373	1776692090.149	-0.3876	0.2261	2.6434
1374	1776692090.181	-0.3898	0.2259	2.6445
1375	1776692090.212	-0.3925	0.2234	2.6515
1376	1776692090.243	-0.3945	0.2245	2.6428
1377	1776692090.279	-0.3995	0.2248	2.6426
1378	1776692090.312	-0.4065	0.224	2.6439
1379	1776692090.339	-0.4139	0.2245	2.6445
1380	1776692090.37	-0.4155	0.2236	2.6429
1381	1776692090.401	-0.4192	0.2233	2.6392
1382	1776692090.436	-0.4258	0.223	2.6352
1383	1776692090.467	-0.4318	0.2232	2.635
1384	1776692090.498	-0.4404	0.2241	2.6299
1385	1776692090.528	-0.4426	0.2222	2.6315
1386	1776692090.567	-0.4512	0.2226	2.6283
1387	1776692090.591	-0.4548	0.2236	2.6254
1388	1776692090.623	-0.4594	0.2237	2.6244
1389	1776692090.667	-0.4645	0.225	2.6224
1390	1776692090.686	-0.4691	0.2253	2.6214
1391	1776692090.725	-0.476	0.2244	2.6192
1392	1776692090.762	-0.4815	0.2246	2.6137
1393	1776692090.789	-0.4851	0.2246	2.6118
1394	1776692090.82	-0.4882	0.2246	2.6123
1395	1776692090.851	-0.4964	0.2245	2.6125
1396	1776692090.89	-0.505	0.2258	2.6092
1397	1776692090.915	-0.5078	0.2244	2.6074
1398	1776692090.947	-0.5137	0.2245	2.6068
1399	1776692090.98	-0.5179	0.2239	2.6033
1400	1776692091.011	-0.5269	0.2252	2.6016
1401	1776692091.033	-0.5311	0.2259	2.5985
1402	1776692091.094	-0.5368	0.2262	2.597
1403	1776692091.126	-0.5408	0.2256	2.5975
1404	1776692091.157	-0.5479	0.2251	2.5917
1405	1776692091.196	-0.5524	0.225	2.595
1406	1776692091.234	-0.5576	0.2256	2.5914
1407	1776692091.277	-0.5615	0.2252	2.5976
1408	1776692091.322	-0.564	0.225	2.5967
1409	1776692091.356	-0.5673	0.2252	2.5918
1410	1776692091.386	-0.5716	0.2243	2.5933
1411	1776692091.421	-0.5753	0.2233	2.5962
1412	1776692091.457	-0.5787	0.224	2.5946
1413	1776692091.494	-0.5824	0.2237	2.595
1414	1776692091.528	-0.5845	0.2235	2.5981
1415	1776692091.557	-0.5887	0.2239	2.5961
1416	1776692091.591	-0.5923	0.2232	2.5966
1417	1776692091.607	-0.5942	0.2229	2.5953
1418	1776692091.651	-0.5981	0.2226	2.595
1419	1776692091.683	-0.6016	0.2226	2.5891
1420	1776692091.703	-0.6017	0.2226	2.5875
1421	1776692091.748	-0.6039	0.2229	2.5868
1422	1776692091.78	-0.6059	0.2226	2.5881
1423	1776692091.811	-0.6073	0.2226	2.5869
1424	1776692091.843	-0.61	0.2227	2.5861
1425	1776692091.875	-0.6105	0.2222	2.5882
1426	1776692091.912	-0.6097	0.2229	2.5831
1427	1776692091.939	-0.6096	0.2228	2.5854
1428	1776692091.968	-0.6115	0.2228	2.5857
1429	1776692091.999	-0.6103	0.2225	2.5864
1430	1776692092.031	-0.6115	0.2225	2.588
1431	1776692092.068	-0.6107	0.2227	2.5896
1432	1776692092.094	-0.6109	0.223	2.588
1433	1776692092.129	-0.6124	0.2224	2.5927
1434	1776692092.157	-0.6115	0.2218	2.5928
1435	1776692092.188	-0.6123	0.2224	2.5894
1436	1776692092.219	-0.6123	0.2225	2.5888
1437	1776692092.251	-0.6114	0.2228	2.587
1438	1776692092.282	-0.6118	0.2227	2.5889
1439	1776692092.325	-0.6107	0.2224	2.5879
1440	1776692092.357	-0.6094	0.2228	2.5871
1441	1776692092.377	-0.6112	0.2233	2.5843
1442	1776692092.409	-0.6111	0.2231	2.5863
1443	1776692092.457	-0.609	0.2229	2.5878
1444	1776692092.488	-0.6105	0.2237	2.585
1445	1776692092.518	-0.6097	0.2232	2.5864
1446	1776692092.55	-0.6102	0.2232	2.5859
1447	1776692092.581	-0.6108	0.223	2.5866
1448	1776692092.612	-0.6116	0.2233	2.5834
1449	1776692092.646	-0.6119	0.2231	2.5892
1450	1776692092.675	-0.61	0.2233	2.5871
1451	1776692092.691	-0.6093	0.2233	2.5867
1452	1776692092.726	-0.6108	0.2232	2.5858
1453	1776692092.77	-0.6112	0.2224	2.5879
1454	1776692092.801	-0.6112	0.2225	2.5909
1455	1776692092.833	-0.6135	0.2221	2.5923
1456	1776692092.869	-0.6107	0.2229	2.5871
1457	1776692092.896	-0.6118	0.2231	2.5865
1458	1776692092.927	-0.6121	0.2225	2.5873
1459	1776692092.969	-0.6113	0.2229	2.5828
1460	1776692092.99	-0.6103	0.223	2.5842
1461	1776692093.022	-0.6105	0.2229	2.5852
1462	1776692093.053	-0.6098	0.2232	2.5812
1463	1776692093.084	-0.6107	0.2229	2.582
1464	1776692093.126	-0.611	0.2228	2.5853
1465	1776692093.158	-0.6078	0.2225	2.5866
1466	1776692093.188	-0.6096	0.2227	2.5876
1467	1776692093.226	-0.6091	0.2226	2.5884
1468	1776692093.257	-0.6103	0.2228	2.5878
1469	1776692093.283	-0.6111	0.2225	2.5875
1470	1776692093.317	-0.6114	0.2227	2.5854
1471	1776692093.347	-0.6106	0.2228	2.5848
1472	1776692093.379	-0.6095	0.2232	2.5858
1473	1776692093.412	-0.6105	0.2236	2.5845
1474	1776692093.43	-0.61	0.2234	2.5814
1475	1776692093.47	-0.6033	0.2256	2.5562
1476	1776692093.507	-0.6103	0.2223	2.5885
1477	1776692093.544	-0.6085	0.2235	2.5816
1478	1776692093.573	-0.606	0.2255	2.5661
1479	1776692093.605	-0.5934	0.2307	2.5114
1483	1776692093.717	-0.5963	0.231	2.5292
1484	1776692093.749	-0.5827	0.2336	2.4778
1485	1776692093.781	-0.5785	0.2371	2.448
1492	1776692094.001	-0.6116	0.2236	2.5873
1493	1776692094.032	-0.6112	0.2227	2.5852
1494	1776692094.07	-0.6101	0.2229	2.5831
1495	1776692094.101	-0.6112	0.2228	2.5855
1496	1776692094.126	-0.61	0.2229	2.5871
1497	1776692094.158	-0.6097	0.2228	2.5875
1498	1776692094.19	-0.6109	0.223	2.5857
1499	1776692094.221	-0.611	0.2233	2.5839
1500	1776692094.253	-0.611	0.2231	2.586
1501	1776692094.283	-0.6117	0.2231	2.5857
1502	1776692094.327	-0.6091	0.2227	2.5882
1503	1776692094.357	-0.6089	0.2229	2.5876
1504	1776692094.389	-0.6073	0.2224	2.5885
1505	1776692094.409	-0.6091	0.2221	2.5874
1506	1776692094.451	-0.6085	0.2225	2.5873
1507	1776692094.485	-0.6107	0.2231	2.5861
1508	1776692094.52	-0.6094	0.2226	2.5879
1509	1776692094.552	-0.6117	0.2234	2.5853
1510	1776692094.583	-0.6111	0.223	2.5857
1511	1776692094.63	-0.611	0.2226	2.587
1512	1776692094.662	-0.6104	0.223	2.5876
1513	1776692094.696	-0.611	0.2232	2.5873
1514	1776692094.753	-0.6109	0.2229	2.5882
1515	1776692094.789	-0.6109	0.2232	2.5855
1516	1776692094.822	-0.6104	0.2229	2.5873
1517	1776692094.851	-0.6105	0.223	2.5848
1518	1776692094.883	-0.6115	0.2228	2.5864
1519	1776692094.915	-0.6112	0.2231	2.5858
